Date,AAPL,AMZN,BAC,GOOGL,JPM,META,MSFT,NFLX,NVDA,SPY,TSLA
2019-01-02,37.61785888671875,76.95649719238281,21.29071807861328,52.41962432861328,82.01351165771484,134.93971252441406,94.94552612304688,267.6600036621094,3.37754487991333,226.28579711914062,20.674667358398438
2019-01-03,33.870845794677734,75.01399993896484,20.949520111083984,50.967830657958984,80.84795379638672,131.02120971679688,91.45265197753906,271.20001220703125,3.1734840869903564,220.88597106933594,20.02400016784668
2019-01-04,35.3167724609375,78.76950073242188,21.8195743560791,53.582149505615234,83.82843780517578,137.19732666015625,95.70604705810547,297.57000732421875,3.3768017292022705,228.28468322753906,21.179332733154297
2019-01-07,35.23814392089844,81.47550201416016,21.802509307861328,53.47529220581055,83.8867416381836,137.2967987060547,95.828125,315.3399963378906,3.5555715560913086,230.0846710205078,22.33066749572754
2019-01-08,35.909908294677734,82.8290023803711,21.759862899780273,53.944969177246094,83.7285385131836,141.75234985351562,96.5229263305664,320.2699890136719,3.467053174972534,232.2464141845703,22.356666564941406
2019-01-09,36.519710540771484,82.97100067138672,21.973114013671875,53.76007843017578,83.5870132446289,143.4430694580078,97.90316772460938,319.9599914550781,3.5352394580841064,233.331787109375,22.568666458129883
2019-01-10,36.63644027709961,82.81099700927734,21.947525024414062,53.61992645263672,83.57868194580078,143.41323852539062,97.27407836914062,324.6600036621094,3.600945234298706,234.15487670898438,22.99799919128418
2019-01-11,36.2767333984375,82.02799987792969,22.20342445373535,52.90620422363281,83.17906188964844,143.0154266357422,96.5229263305664,337.5899963378906,3.6902077198028564,234.245361328125,23.150667190551758
2019-01-14,35.73124694824219,80.8604965209961,22.493438720703125,52.26206588745117,84.03658294677734,144.59671020507812,95.8187484741211,332.94000244140625,3.730126142501831,232.8162078857422,22.293333053588867
2019-01-15,36.462547302246094,83.72799682617188,22.646974563598633,54.00162887573242,84.65264892578125,148.13731384277344,98.59799194335938,354.6400146484375,3.715994119644165,235.48443603515625,22.961999893188477
2019-01-16,36.90798568725586,84.18900299072266,24.26766586303711,54.150733947753906,85.33533477783203,146.7349853515625,98.94538116455078,351.3900146484375,3.690455198287964,236.05430603027344,23.06999969482422
2019-01-17,37.12714767456055,84.66100311279297,24.72827911376953,54.628379821777344,85.68500518798828,147.49085998535156,99.64022064208984,353.19000244140625,3.761864185333252,237.84521484375,23.15399932861328
2019-01-18,37.3558349609375,84.80999755859375,24.99271011352539,55.034934997558594,87.07537078857422,149.2213592529297,101.13311004638672,339.1000061035156,3.8910441398620605,241.01089477539062,20.150667190551758
2019-01-22,36.51734161376953,81.6084976196289,24.813581466674805,53.6099853515625,85.70166778564453,146.76486206054688,99.22705841064453,325.1600036621094,3.6887192726135254,237.75474548339844,19.92799949645996
2019-01-23,36.6650276184082,82.0009994506836,24.668569564819336,53.89726257324219,85.48521423339844,143.51268005371094,100.19418334960938,321.989990234375,3.7016124725341797,238.252197265625,19.172666549682617
2019-01-24,36.3744010925293,82.74649810791016,24.805049896240234,53.87688446044922,85.53514862060547,145.0343475341797,99.71533203125,326.6700134277344,3.9136080741882324,238.3788299560547,19.43400001525879
2019-01-25,37.579742431640625,83.52850341796875,25.231538772583008,54.747161865234375,86.0762939453125,148.19699096679688,100.6260757446289,338.04998779296875,3.970883846282959,240.3958282470703,19.80266761779785
2019-01-28,37.23196029663086,81.89450073242188,25.274198532104492,53.67111587524414,86.48424530029297,146.66539001464844,98.66373443603516,335.6600036621094,3.421926975250244,238.56875610351562,19.7586669921875
2019-01-29,36.846046447753906,79.69400024414062,25.06947898864746,53.18403625488281,86.7256851196289,143.40325927734375,96.65438842773438,328.8999938964844,3.262993335723877,238.252197265625,19.83066749572754
2019-01-30,39.363922119140625,83.52149963378906,24.796520233154297,54.57221603393555,86.92549133300781,149.5992889404297,99.88433074951172,340.6600036621094,3.406554937362671,242.02394104003906,20.584667205810547
2019-01-31,39.64738845825195,85.9365005493164,24.28472137451172,55.958892822265625,86.16788482666016,165.78053283691406,98.05339813232422,339.5,3.564249277114868,244.1494598388672,20.468000411987305
2019-02-01,39.66644287109375,81.3115005493164,24.20795249938965,55.597564697265625,86.48424530029297,164.80587768554688,96.50416564941406,339.8500061035156,3.588548421859741,244.2670440673828,20.81399917602539
2019-02-04,40.79315948486328,81.66549682617188,24.634450912475586,56.73076248168945,86.79231262207031,168.32655334472656,99.28341674804688,351.3399963378906,3.698885440826416,245.98561096191406,20.859333038330078
2019-02-05,41.49111557006836,82.94049835205078,24.549156188964844,57.250152587890625,86.40931701660156,170.2261199951172,100.67305755615234,355.80999755859375,3.7179770469665527,247.0167694091797,21.42333221435547
2019-02-06,41.50541687011719,82.01300048828125,24.506505966186523,55.80978775024414,86.36768341064453,169.559814453125,99.55571746826172,352.19000244140625,3.7936010360717773,246.69117736816406,21.148000717163086
2019-02-07,40.71932601928711,80.71849822998047,24.088531494140625,54.965850830078125,85.23542785644531,165.4722137451172,98.84210968017578,344.7099914550781,3.6552462577819824,244.33944702148438,20.500667572021484
2019-02-08,40.76717758178711,79.41100311279297,24.131183624267578,54.790401458740234,84.38626098632812,166.41702270507812,99.21769714355469,347.57000732421875,3.673842191696167,244.63796997070312,20.386667251586914
2019-02-11,40.53273010253906,79.55000305175781,24.233539581298828,54.77748107910156,83.98662567138672,164.8854217529297,98.82333374023438,345.7300109863281,3.631195545196533,244.77362060546875,20.856000900268555
2019-02-12,40.881996154785156,81.90049743652344,24.472381591796875,56.04289245605469,85.4186019897461,164.13951110839844,100.36320495605469,359.9700012207031,3.7482268810272217,247.92132568359375,20.78733253479004
2019-02-13,40.7121467590332,82.0,24.48090934753418,56.09507369995117,85.82654571533203,163.17481994628906,100.28807067871094,351.7699890136719,3.790625810623169,248.72633361816406,20.544666290283203
2019-02-14,40.8604736328125,81.13249969482422,24.21648406982422,56.12340545654297,85.26873779296875,163.0554656982422,100.37257385253906,359.07000732421875,3.8315377235412598,248.17453002929688,20.251333236694336
2019-02-15,40.76955795288086,80.39749908447266,24.83064079284668,55.64775848388672,87.87460327148438,161.61338806152344,101.6119613647461,356.8699951171875,3.901211738586426,250.87893676757812,20.525333404541016
2019-02-19,40.89157485961914,81.37899780273438,24.84769630432129,55.989707946777344,87.56653594970703,161.40451049804688,101.5650405883789,361.9200134277344,3.883854389190674,251.31298828125,20.375999450683594
2019-02-20,41.15471649169922,81.1050033569336,25.086538314819336,55.69547653198242,87.99114227294922,161.6730499267578,101.03697967529297,359.9100036621094,3.9312117099761963,251.8196258544922,20.17066764831543
2019-02-21,40.922672271728516,80.97200012207031,24.98417854309082,54.8813591003418,87.80799102783203,159.1667938232422,103.16803741455078,356.9700012207031,3.8622825145721436,250.92425537109375,19.415332794189453
2019-02-22,41.379600524902344,81.5780029296875,24.805049896240234,55.49517822265625,87.41666412353516,161.00669860839844,104.63904571533203,363.0199890136719,3.9470810890197754,252.4798583984375,19.6473331451416
2019-02-25,41.68102264404297,81.6500015258789,24.967119216918945,55.533443450927734,88.33248138427734,163.7218017578125,105.22368621826172,363.9100036621094,3.934683322906494,252.8235626220703,19.917999267578125
2019-02-26,41.7049446105957,81.81999969482422,24.98417854309082,55.766048431396484,87.65812683105469,163.23448181152344,105.94973754882812,364.9700012207031,3.8952596187591553,252.64266967773438,19.857332229614258
2019-02-27,41.83414077758789,82.05449676513672,25.188894271850586,55.80978775024414,87.54989624023438,161.92169189453125,105.77057647705078,362.8699951171875,3.85335636138916,252.5342254638672,20.982667922973633
2019-02-28,41.42267608642578,81.99150085449219,24.93169403076172,55.99169921875,86.88386535644531,160.56910705566406,105.63855743408203,358.1000061035156,3.828784942626953,252.0637969970703,21.325332641601562
2019-03-01,41.85805130004883,83.58650207519531,25.12887954711914,57.08365249633789,86.942138671875,161.3946075439453,106.11002349853516,357.32000732421875,3.883141279220581,253.63760375976562,19.652666091918945
2019-03-04,42.06858444213867,84.80850219726562,24.888822555541992,57.32719039916992,86.7423324584961,166.456787109375,105.8554458618164,351.0400085449219,3.891331911087036,252.71502685546875,19.02400016784668
