Date,AAPL,AMZN,BAC,GOOGL,JPM,META,MSFT,NFLX,NVDA,SPY,TSLA
2020-01-24,146537600,75324000,47797200,29786000,15166400,11905800,24918100,17939700,373512000,87578400,215304000
2020-01-27,161940000,70570000,57096200,34132000,12860500,13810700,32078100,7709500,470536000,84062500,204121500
2020-01-28,162234000,56160000,38834600,29724000,13062800,13413800,24899900,6821600,310976000,63834000,176827500
2020-01-29,216229200,41760000,37414700,21566000,9326000,33181300,34754500,7643500,258848000,53888900,267022500
2020-01-30,126743200,126548000,50542800,27110000,9048900,48775500,51597500,5328100,290504000,75491800,435085500
2020-01-31,199588400,311346000,54845300,43822000,12785200,31359900,36142700,5230000,370420000,113845600,235789500
2020-02-03,173788400,117834000,48485500,71636000,10021100,15495600,30107000,6670600,255564000,69083000,705975000
2020-02-04,136616400,105786000,45061600,95880000,9157100,19628900,36433300,7161500,271544000,62573200,914082000
2020-02-05,118826800,87524000,54604800,36376000,10150700,12538200,39186300,6437000,208220000,65951100,726357000
2020-02-06,105425600,63660000,39511500,37822000,8992300,10567500,27751400,3920400,218284000,50359700,598212000
2020-02-07,117684000,101906000,31263000,28360000,6379800,12242500,33529100,4385200,189752000,64139400,255952500
2020-02-10,109348800,101124000,24373800,38302000,5960700,11856400,35844300,5294100,529608000,42070000,370338000
2020-02-11,94323200,114920000,32476300,34852000,6578600,25030800,53159900,4772900,638556000,54864500,175462500
2020-02-12,113730400,66686000,36656700,31042000,7958000,13813700,47062900,4624800,374644000,43992700,180337500
2020-02-13,94747600,60636000,31775100,22914000,7447500,15396600,35295800,4485400,528016000,54501900,394339500
2020-02-14,80113600,52124000,26447700,23198000,6627600,10741700,23149500,3736300,1041924000,64582200,235405500
2020-02-18,152531200,58912000,40318000,25642000,8996400,15609200,27792200,5173900,620164000,57226200,245725500
2020-02-19,93984000,51224000,29632100,22746000,7071200,12135100,29997500,4896400,694332000,48814700,381345000
2020-02-20,100566000,62626000,42604100,25962000,7422800,13109200,36862400,4079400,810052000,74163400,264523500
2020-02-21,129554000,92926000,46675500,42520000,9772800,14092300,48572600,3930100,768180000,113788200,214722000
2020-02-24,222195200,130940000,79159600,49560000,13618400,23080100,68311100,6936400,856916000,161088400,227883000
2020-02-25,230673600,124382000,91586800,51580000,20797200,21433500,68073300,6481200,1055496000,218913200,259357500
2020-02-26,198054800,104492000,80012800,49776000,24825600,16524500,56206100,8934100,747732000,194773800,211282500
2020-02-27,320605600,162880000,121148300,62290000,23005500,21682600,93174900,10967700,906416000,284353500,364158000
2020-02-28,426510000,189620000,171198800,80198000,45931400,32568900,97012700,11168600,1133252000,384975800,363343500
2020-03-02,341397200,135234000,147776300,55430000,27355400,24949000,71030800,6997900,890744000,238703600,302925000
2020-03-03,319475600,150690000,138698500,56602000,32547700,27984100,71677000,8364600,652792000,300139100,386760000
2020-03-04,219178400,95458000,111239800,47598000,25795900,23062500,49814400,5487300,597408000,176613400,225735000
2020-03-05,187572800,94964000,110878700,54380000,25025600,19333400,47817300,8747000,540328000,186366800,162790500
2020-03-06,226176800,105472000,119121200,64640000,38159400,24559600,72821100,8147200,515412000,228667200,189943500
2020-03-09,286744800,156264000,145196000,69252000,40352000,29949000,70419300,7405500,614160000,309417300,256105500
2020-03-10,285290000,142666000,134863600,54872000,31102700,24517800,65354400,7604400,580648000,276444100,233916000
2020-03-11,255598800,112496000,127347000,54732000,38127000,20373900,56371600,6036000,499964000,255316300,199837500
2020-03-12,418474000,226924000,139552600,94326000,49725200,43266300,93226400,12071600,816540000,392220700,283636500
2020-03-13,370732000,176194000,128357400,79400000,38543300,35028600,92727400,9458200,634836000,329566100,339604500
2020-03-16,322423600,178346000,121688800,96520000,38589700,39120400,87905900,10559900,726972000,297240000,307342500
2020-03-17,324056000,218342000,120065700,83194000,35239800,34255600,81059800,10013900,833632000,262070500,359919000
2020-03-18,300233600,192904000,148272500,93044000,41525600,37553100,81593200,12593600,874268000,327597100,356793000
2020-03-19,271857200,207998000,122461300,74064000,32175100,39862300,85922700,10616000,765512000,289322000,452932500
2020-03-20,401693200,196358000,150910400,82878000,30150800,32568400,84866200,10853800,804636000,347158800,424282500
2020-03-23,336752800,156170000,181898500,83672000,32536600,29830800,78975200,13449400,643876000,326025200,246817500
2020-03-24,287531200,142942000,147882400,72468000,34363200,30440400,82516700,11638700,1101644000,235494500,343428000
2020-03-25,303602000,129582000,146991300,90324000,38111700,35184300,75638200,8767200,793432000,299430300,318340500
2020-03-26,252087200,124426000,116111400,76562000,29826300,26556800,64568100,7229600,696108000,257632800,260710500
2020-03-27,204216800,107758000,91522800,62794000,30041500,24879900,57042300,7948800,638828000,224341200,215661000
2020-03-30,167976400,122522000,80449100,58736000,21656900,22515200,63420300,8622000,602252000,171369500,179971500
2020-03-31,197002000,102472000,95213700,65228000,23379300,23676300,77927200,9366500,949960000,194881100,266572500
2020-04-01,176218400,82438000,83961300,51970000,28029600,19507600,57969900,6672500,656912000,189554600,200298000
2020-04-02,165934000,86720000,70007400,56410000,24018000,20886300,49630700,4592500,675764000,177660400,297876000
2020-04-03,129880000,72198000,68293500,51374000,21199400,25983300,41243300,4860800,663212000,135561200,338431500
2020-04-06,201820400,115464000,97766200,63320000,26820800,28453600,67111700,8183900,727884000,188061200,223527000
2020-04-07,202887200,102280000,94560300,61620000,22563800,31411900,62769000,7046400,784520000,201427200,268797000
2020-04-08,168895200,79546000,81212300,40334000,22903300,21664200,48318200,6908900,542444000,153774500,189840000
2020-04-09,161834800,92930000,125275700,54028000,42055900,23534300,51385100,7711300,525564000,189999200,204750000
2020-04-13,131022800,134334000,83164700,38702000,26911900,19355400,41905300,11692900,398408000,114839100,337131000
2020-04-14,194994800,161744000,88991100,63358000,46151300,21011800,52874300,11581000,530948000,134143400,458647500
2020-04-15,131154400,137332000,99082200,42236000,30118600,17423000,40940800,13561200,366148000,121775000,353655000
2020-04-16,157125200,240764000,89213300,57896000,32449600,23593200,50479600,16128700,745620000,131798300,309868500
2020-04-17,215250000,158600000,92800300,51050000,30191900,20974800,52765600,12616300,539120000,146684800,196923000
2020-04-20,130015200,115414000,74446300,35292000,23679400,16110700,36669600,12655800,449388000,100109300,221199000
2020-04-21,180991600,149534000,78871300,49648000,23035000,24850500,56203700,23177600,735160000,126385700,303136500
2020-04-22,116862400,84244000,49669500,46296000,16662400,33242000,34620200,21084800,483356000,92951600,212482500
2020-04-23,124814400,101332000,50614800,34202000,16638800,21426600,32790800,13952300,424160000,104709700,198550500
2020-04-24,126161200,76498000,47633500,37402000,15809200,28792000,34277600,8658900,352328000,85063200,198180000
2020-04-27,117087600,112912000,66916700,44186000,22870200,29197800,33194400,6277500,479388000,77896600,310221000
2020-04-28,112004800,105388000,65504900,80700000,20238900,21731000,34392700,10101200,442904000,105270000,228330000
2020-04-29,137280800,91832000,73493900,108358000,20462600,45954500,51286600,9693100,379160000,118745600,243240000
2020-04-30,183064000,190692000,55244100,55842000,19127600,46230100,53875900,7954000,375916000,122901700,427078500
2020-05-01,240616800,195452000,51772600,48872000,18547700,30415600,39370500,8299900,342096000,125180000,487977000
2020-05-04,133568000,97318000,45886100,30806000,15725900,19250700,30372900,7799100,317556000,80873200,288556500
2020-05-05,147751200,64850000,45691900,39666000,18064100,21071200,36839200,6286300,368896000,79569900,254875500
2020-05-06,142333600,62356000,53874600,31732000,20978000,21857000,32139300,6660700,323464000,73632600,166848000
2020-05-07,115215200,67928000,51884300,30652000,16771900,15152000,28316000,5641900,373732000,75250400,172915500
2020-05-08,133838400,64132000,45181000,33326000,20487800,12506000,30877800,5049300,339216000,76452400,241297500
2020-05-11,145946400,65184000,68951800,32718000,31907600,12911900,30892700,5486000,469060000,79514200,247794000
2020-05-12,162301200,61498000,69588700,33918000,27962900,14704600,32038200,4598200,493060000,95870800,238603500
2020-05-13,200622400,95658000,112113400,40368000,35451600,20684600,44711500,7014600,625852000,144721100,285982500
2020-05-14,158929200,72962000,88359100,36660000,35152500,17178900,41873900,9007500,602312000,121977900,205233000
2020-05-15,166348400,84700000,64484000,41544000,26099000,19383200,46610400,7244000,987660000,111146300,157776000
2020-05-18,135178400,87144000,86589400,47094000,30504400,20151900,35264500,7773500,774460000,119703800,174987000
2020-05-19,101729600,86410000,62179000,31586000,19597300,31843200,26799100,4810500,717320000,95189300,144547500
2020-05-20,111504800,79962000,59789500,38262000,20552400,50162900,31261300,5607300,587536000,85861700,109639500
2020-05-21,102688800,102288000,57726000,30894000,14621400,47782600,29119500,9117300,761068000,78293900,183819000
2020-05-22,81803200,57342000,48107000,28544000,13557900,33925600,20826900,5422300,1038764000,63958200,149812500
2020-05-26,125522000,71364000,119485500,44590000,41233900,33178300,36073600,7881100,770780000,88951400,121345500
2020-05-27,112945200,101138000,117672700,31684000,39402000,34697600,39517100,10446300,1175892000,104817400,173242500
2020-05-28,133560800,63804000,84340800,35170000,24713900,29377200,33810200,5655100,734896000,90405200,108834000
2020-05-29,153532400,70198000,113811100,37044000,26526400,23241500,42130400,5254900,745256000,119090800,176467500
2020-06-01,80791200,58578000,58375500,25162000,15176800,18223800,22622400,3743700,389876000,55758300,224092500
2020-06-02,87642800,50598000,71118100,23442000,21195000,20919000,30794600,3494800,391320000,74267200,203484000
2020-06-03,104491200,53420000,86744600,27732000,25941100,15380300,27311000,4316000,365440000,92567600,119242500
2020-06-04,87560400,58974000,94545300,26982000,26784700,17041500,28761800,5410500,424280000,75794400,133315500
2020-06-05,137250400,66128000,118767900,42642000,42231000,16750400,39893600,5099600,481748000,150524700,117178500
2020-06-08,95654400,79414000,79598500,33878000,24881800,15466500,33211600,5851500,387736000,73641200,212620500
2020-06-09,147712400,103520000,77773400,33624000,17031100,27462900,29783900,6797000,468488000,77479200,170823000
2020-06-10,166651600,98920000,90415300,31762000,24913300,20720700,43872300,4896900,632180000,95000800,278451000
2020-06-11,201662400,116002000,149875500,47144000,36259200,26708200,52854700,7462900,583652000,209243600,238747500
2020-06-12,200146000,108722000,73729700,36676000,24856800,22091400,43373600,6461100,570908000,194678900,251451000
2020-06-15,138808800,77302000,76538900,30468000,22153600,15340300,32770200,4467900,400004000,135782700,235458000
2020-06-16,165428800,71712000,96796500,30648000,22193600,15236700,42556700,5507900,535716000,137627500,210766500
2020-06-17,114406400,59186000,58349500,30610000,15639800,19578100,25687800,6529600,408304000,83398900,148362000
2020-06-18,96820400,49756000,53419000,34862000,16591900,15782500,23061600,4277600,254408000,80828700,146278500
2020-06-19,264476000,115540000,127563600,52784000,40371200,30081300,44441100,5934500,524160000,135549600,130195500
2020-06-22,135445200,64176000,55484300,29442000,16216900,18917800,32818900,6272100,398468000,74649400,95436000
2020-06-23,212155600,84634000,46108300,37752000,15381400,24017900,30917400,5948400,375108000,68471200,95479500
2020-06-24,192623200,90532000,75437100,31592000,22919800,20834900,36740600,4826200,449372000,132813500,164394000
2020-06-25,137522400,59374000,65031900,23958000,25743600,18704300,27803900,4134500,376072000,89468000,138817500
2020-06-26,205256800,130016000,118139200,97640000,41896300,76343900,54675800,6804700,592084000,127961000,132823500
2020-06-29,130646000,84468000,66269200,45074000,18499700,58514300,26701600,4844000,342248000,79773300,135396000
2020-06-30,140223200,75394000,61716200,40286000,19137000,33927100,34310300,4198500,367892000,113394800,253777500
2020-07-01,110737200,127268000,57379900,42182000,18755700,43399700,32061200,9705900,326648000,72396500,199903500
2020-07-02,114041600,131868000,56000200,57218000,27845600,30633600,29315800,6351500,364056000,69344200,258751500
2020-07-06,118655600,137612000,59589000,44712000,18625300,26206200,31897600,7839000,315892000,61713800,308548500
2020-07-07,112424400,105150000,60645800,42364000,25757200,27887800,33600700,5669900,357800000,82910000,322345500
2020-07-08,117092000,100752000,52922600,31766000,18762200,29791300,33600000,5691700,365480000,54638600,244669500
2020-07-09,125642800,127774000,79385900,41836000,25600800,22174900,33121700,5840500,494548000,83354200,175764000
2020-07-10,90257200,109720000,81142900,35918000,28954200,22982700,26177600,21605600,497676000,57550400,350064000
2020-07-13,191649200,154408000,73598100,42954000,32079200,24674900,38135600,18399000,457076000,102997500,584781000
2020-07-14,170989200,144638000,67423100,38108000,42731700,23378100,37591800,15083300,542676000,93657000,351271500
2020-07-15,153198000,115778000,57384400,31026000,22508400,19133600,32179400,10066700,403984000,87196500,245517000
2020-07-16,110577600,127884000,78067100,26484000,16886900,18880700,29940700,24499000,344964000,54622500,214512000
2020-07-17,92186800,95226000,66659100,34264000,16137700,18152400,31635300,24991400,266284000,62774900,139950000
2020-07-20,90318000,151964000,61114000,30166000,14458100,20872200,36884800,11940300,284852000,56308800,256821000
2020-07-21,103433200,122426000,75499300,27486000,17798100,19364200,37990400,9113700,277036000,57292200,241608000
2020-07-22,89001600,82084000,52193700,24482000,14271200,15427900,49605700,6954100,367292000,57792900,212416500
2020-07-23,197004400,113138000,61047600,33910000,12870200,21771800,67457000,7722000,411660000,75738000,364927500
2020-07-24,185438800,112648000,50217600,29902000,12744200,18325800,39827000,7746200,473292000,73766600,290949000
2020-07-27,121214000,83410000,54721300,27124000,11959100,13163100,30160900,7863100,292132000,48293000,240730500
2020-07-28,103625600,62534000,48406500,30910000,11754300,14170100,23251400,5986700,271636000,57495000,237130500
2020-07-29,90329200,59482000,71393500,22676000,12743500,13588300,19632600,6611800,284508000,48454200,141403500
2020-07-30,158130000,122566000,61755900,36042000,14834800,20615300,25079600,6608600,308880000,61861700,114315000
2020-07-31,374336800,161710000,61955800,91468000,14535000,53005100,51044000,5916300,386080000,84986800,183123000
2020-08-03,308151200,101494000,58284000,45482000,12962800,23124900,78983000,5873100,412720000,53077900,132139500
2020-08-04,173071600,93886000,37985300,37212000,13366200,17183500,49280100,5608000,310336000,41917900,126225000
2020-08-05,121776800,78330000,51322600,29134000,15260900,13050100,28806400,4308200,249924000,42697700,74217000
2020-08-06,202428800,78812000,51999700,33306000,10482100,45241600,32656800,3725900,244316000,43679400,89884500
2020-08-07,198045600,78722000,63354500,27718000,14743700,72766400,27820400,5910300,342516000,57308300,133446000
2020-08-10,212403600,63346000,64051100,20546000,14989900,30248800,36716500,4691200,427796000,44282100,112834500
2020-08-11,187902400,74362000,81441000,31098000,31518600,28238300,36446500,7329200,354512000,69601100,129387000
2020-08-12,165598000,70442000,61971300,22512000,19240800,21415700,28013100,5439200,464412000,53774400,327441000
2020-08-13,210082000,62980000,55955500,22388000,13598600,17374000,22588900,3008900,374460000,41816100,306379500
2020-08-14,165565200,55034000,50931900,21942000,12134400,14792700,17958900,2943500,366436000,47260400,188664000
2020-08-17,119561600,53824000,57518700,19990000,14988000,13351100,20184800,2423500,621300000,35481000,303634500
2020-08-18,105633600,106920000,45850100,28378000,13246500,18690400,21336200,3505500,503448000,38733900,247117500
2020-08-19,145538000,83702000,59856000,30472000,13533000,23291500,27627600,3156200,622624000,68054200,183079500
2020-08-20,126907200,66650000,49403700,26382000,13672600,20299700,26981500,5132500,921388000,42207800,309177000
2020-08-21,338054800,71518000,55010700,34838000,12228300,15538600,36249300,3921300,999868000,55106600,322344000
2020-08-24,345937600,93326000,54579500,25638000,17898300,23685600,25460100,4762200,490564000,48588700,300954000
2020-08-25,211495600,79856000,57304700,25150000,13648900,42127200,23043700,5727700,289076000,38463400,159883500
2020-08-26,163022400,130174000,39478000,52188000,12052400,69015200,39600800,20373700,321244000,50790200,213591000
2020-08-27,155552400,85296000,52934800,31350000,22163900,30301300,57602200,9062900,317604000,58034100,355395000
2020-08-28,187630000,57940000,46466400,22418000,13756700,17157400,26292900,4417500,537160000,48588900,301218000
2020-08-31,225702700,83718000,49416200,26422000,14219400,17345100,28774200,4941400,500840000,66099200,355123200
2020-09-01,151948100,68644000,46109200,22652000,11595600,17295900,25725500,9572700,511316000,54908700,269523300
2020-09-02,200119000,78630000,57300900,49522000,14475700,24341400,34080800,5886900,874012000,69540000,288528300
2020-09-03,257599600,163222000,86192500,63726000,23281200,32294100,58400300,9071100,945128000,148011100,262788300
2020-09-04,332607200,175636000,99621400,55850000,26325500,30333700,59664100,8270100,1463684000,139156300,330965700
2020-09-08,231366600,121884000,74978600,54032000,22108600,24864000,52924300,5572700,795728000,114465300,346397100
2020-09-09,176940500,103774000,53822700,39242000,13434000,22918800,45679000,6848100,736200000,91462300,238397400
2020-09-10,182274400,106614000,56609600,33024000,15922800,24814700,35461500,6240200,698684000,90569500,254791800
2020-09-11,180860300,101880000,47708300,30706000,13784300,18913900,33620100,5035200,636928000,84680200,182152500
2020-09-14,140150100,90592000,47802400,42660000,19017400,24093800,30375800,7359100,1201744000,65605700,249061800
2020-09-15,184642000,80430000,63820200,23042000,23683000,18478500,21823900,5337000,727556000,52920900,291894600
2020-09-16,154679000,90244000,64598600,22128000,19270600,29183400,26328100,4394900,556384000,82096000,216837900
2020-09-17,178011000,128982000,48862000,40008000,18290100,31281400,34011300,5379300,792512000,91523300,230337600
2020-09-18,287104900,177852000,94055800,63056000,20121600,28130800,55225300,6717700,698460000,105877900,259220400
2020-09-21,195713800,122358000,75218600,56908000,28378800,24709400,39839700,5457500,721044000,99450800,328430400
2020-09-22,183055400,138976000,68665300,33950000,19257000,30293100,33517100,3482300,646452000,63612100,238742400
2020-09-23,150718700,113054000,59950300,37726000,19952700,19641300,30803800,3726400,647012000,93112200,285222600
2020-09-24,167743300,110588000,53570700,34552000,18366500,20006800,31202500,3727200,731240000,76681300,289683300
2020-09-25,149981400,92304000,42111300,30326000,13293100,18351300,29437300,3769400,588016000,71069400,201625500
2020-09-28,137672400,84484000,47996900,30784000,20894100,18826300,32004900,4773500,573808000,64584600,149158800
2020-09-29,99382200,69916000,45695200,31816000,12848200,20200200,24221900,3541500,621460000,51304000,150657900
2020-09-30,142675200,97922000,56226100,40924000,16400600,20142500,33829100,4634100,689184000,104081100,144436800
2020-10-01,116120400,99438000,44782200,32884000,15778700,20009800,27158400,8153700,525004000,88698700,152224500
2020-10-02,144712000,112262000,51682100,31222000,15149600,16367600,33154800,6071200,552496000,89431100,214290000
2020-10-05,106243800,75506000,44396800,21602000,13871900,12822300,21331600,4088100,479820000,45713100,134168400
2020-10-06,161498200,101738000,67541100,26096000,19220400,18696900,28554300,4199000,784420000,90128900,147438900
2020-10-07,96849000,86188000,47648000,36108000,16358500,23133400,25681100,7988700,418084000,56999600,129383100
2020-10-08,83477200,63482000,52080600,26076000,15659000,16312800,19925800,5386500,378900000,45242500,121263300
2020-10-09,100506900,98158000,44511500,32966000,13689100,14107800,26458000,4781300,346892000,59528600,86777100
2020-10-12,240226800,167284000,48362900,55344000,16058000,31019300,40461400,5391100,434744000,80388500,116373300
2020-10-13,262330500,114894000,61186900,39072000,21697300,18063300,28950800,5602500,344604000,73255500,103391100
2020-10-14,150712000,116254000,127409500,33174000,15204100,15577800,23421700,9499000,276100000,57727900,143639100
2020-10-15,112559200,104468000,66832400,31210000,17171200,15416100,22733100,5113100,267224000,60357700,107017200
2020-10-16,115393800,129488000,58357700,34194000,13275000,16622700,26057900,6347400,242392000,89501900,98327700
2020-10-19,120639300,104472000,51377900,29734000,11725700,13587000,27625800,7567500,298068000,68425600,108863400
2020-10-20,124423700,90194000,62476400,41670000,11257100,18763200,22753500,10047200,229212000,60051900,94968900
2020-10-21,89946000,91854000,41564900,60322000,10730500,28998600,22724900,17405700,219596000,63575000,97111500
2020-10-22,101988000,84240000,55402000,30512000,14837200,16720000,22351500,6997900,290480000,55399300,119979600
2020-10-23,82572600,69334000,51007400,30548000,15087600,17535200,18879600,4927900,233484000,49143900,101151000
2020-10-26,111850700,118024000,59450200,35826000,12410700,21322900,37111600,6186100,336896000,91473000,84717600
2020-10-27,92276800,85820000,55009300,25902000,10391700,16287200,36700300,3627200,250520000,65994100,68059500
2020-10-28,143937800,111766000,81942500,45174000,16389500,23121800,51195600,5992700,376520000,127094300,76354200
2020-10-29,146129200,131930000,57490400,55406000,14208800,32368100,31432600,11120700,320080000,90597700,67965900
2020-10-30,190272600,167728000,66453400,99878000,15194500,47247800,36953700,7807900,416820000,120287300,127533900
2020-11-02,122866900,145148000,59756400,44228000,15011600,27165700,30842200,4408200,299652000,86068300,87063300
2020-11-03,107624400,97958000,65106200,31432000,17482600,17961900,27512000,3690200,272900000,93294200,103055100
2020-11-04,138235500,136780000,88845500,71342000,18886500,35364400,42311800,5137300,410228000,126959700,96429300
2020-11-05,126387100,115786000,74722600,39758000,17837400,23823600,36080100,5372800,319028000,82039700,85243500
2020-11-06,114457900,92946000,55454500,28622000,12552800,13891000,25231900,4236300,383348000,74973000,65118000
2020-11-09,154515300,143808000,178378800,53440000,47792400,25117700,44395000,10419700,582976000,172304200,104499000
2020-11-10,138023400,131820000,77694600,43022000,20539300,29067700,44045100,8306100,644068000,85552000,90852600
2020-11-11,112295000,87338000,48360900,31838000,14443400,14957000,29440800,5460500,404744000,58649000,52073100
2020-11-12,103162300,87240000,67912600,26474000,22063000,12899500,21593900,5063700,365812000,67546200,59565300
2020-11-13,81581900,75124000,52421000,29744000,11847900,10391200,18621100,3002700,346312000,62892200,59313300
2020-11-16,91183000,76174000,57396700,25468000,19858600,12970400,24953300,3953600,413776000,74541100,80515800
2020-11-17,74271000,68894000,46402300,21314000,14553200,15040300,24154100,3698100,312028000,66111000,183564900
2020-11-18,76322100,58336000,54416700,20108000,12571200,12152900,28372800,3629200,510924000,70591300,234132000
2020-11-19,74113000,60206000,46423000,20106000,10202500,12963700,24792700,2254700,565936000,59940900,187425900
2020-11-20,73604300,67488000,40538000,27694000,12718900,18114700,22843100,4253400,341088000,70417300,98735700
2020-11-23,127959300,94178000,45421200,22530000,13209200,20990800,25683500,5416600,361356000,63230600,150780900
2020-11-24,113874200,72042000,80387800,27984000,20121600,16930400,33979700,3550500,346500000,62415900,160945500
2020-11-25,76499200,75808000,57249900,19600000,11715600,12467000,21012900,3598600,259916000,45330900,146790600
2020-11-27,46691300,47858000,25971600,14790000,5983600,7808400,14512200,2805800,167276000,28514100,112683300
2020-11-30,169410200,81278000,63567900,32418000,14411800,16693300,33064800,3530900,286952000,83872700,189009300
2020-12-01,127728200,90740000,50255100,37350000,12668900,20738900,30904500,5052700,296948000,74231400,120310500
2020-12-02,89004200,62586000,45257500,29424000,10811300,17361600,23724500,3028400,283360000,45927000,143327100
2020-12-03,78967600,57840000,54013700,24728000,12904400,12921700,25120900,2826100,199520000,62882000,127656000
2020-12-04,78260400,58272000,66188200,20544000,13583700,10880300,24666000,3666200,202244000,50749900,88203900
2020-12-07,86712000,55026000,42197800,22288000,9724300,13007700,24620000,4289300,223244000,48944300,168929100
2020-12-08,82225500,65726000,33869100,19936000,9592100,10747700,23284100,4229000,271920000,42458900,192795000
2020-12-09,115089200,82016000,54886300,31728000,13073900,25189700,32440600,4178800,401300000,74098300,213873600
2020-12-10,81312200,60604000,58859600,28688000,13668400,20065100,26733300,3018200,207764000,57735400,201249600
2020-12-11,86939800,61294000,40538400,18628000,9981600,14391400,30979400,3210900,209264000,57698600,139425000
2020-12-14,79184500,83116000,40267100,33050000,12112400,16376900,28798400,5770400,270156000,69216200,156121800
2020-12-15,157243700,66390000,43672700,21352000,12590200,23979500,27000600,3394900,193016000,63865300,135214500
2020-12-16,98208600,88552000,42463200,24676000,11169400,15885000,35023300,3682400,223116000,58420500,126287400
2020-12-17,94359800,69486000,43182700,34880000,11618000,16377800,32515800,3193400,231384000,64119500,168810300
2020-12-18,192541500,119914000,82817200,85256000,28954800,26693200,63354900,4502700,342064000,136542300,666378600
2020-12-21,121251600,76736000,93397400,33974000,28323600,16553700,37181900,3894000,302332000,96386700,174135900
2020-12-22,168904800,47388000,39054300,20370000,11788200,17312900,22612200,1906600,185580000,47949000,155148000
2020-12-23,88223700,41876000,52537200,22974000,14973200,14329000,18699600,2393200,179144000,46201400,99519000
2020-12-24,54930100,29038000,22632300,9312000,4164900,6702000,10550600,1144000,97884000,26457900,68596800
2020-12-28,124486200,113736000,32861200,27650000,8072600,23299700,17933500,2891900,212564000,39000400,96835800
2020-12-29,121047300,97458000,33291900,19726000,8389200,16383000,17403200,4022400,170372000,53680500,68732400
2020-12-30,96452100,64186000,26370100,21026000,7398000,11803800,20272300,1876300,225396000,49455300,128538000
2020-12-31,99116600,59144000,28716000,21070000,8580200,12900400,20942100,5392300,192424000,78520700,148949700
2021-01-04,143301900,88228000,51483900,37324000,16819900,15106100,37130100,4444400,560640000,110210800,145914600
2021-01-05,97664900,53110000,48507000,20360000,13731200,9871600,23823000,3133900,322760000,66426200,96735600
2021-01-06,155088000,87896000,107002800,46588000,24909100,24354100,35930700,5346200,580424000,107997700,134100000
2021-01-07,109578200,70290000,74358500,41936000,21940400,15789800,27694500,3686400,461480000,68766800,154496700
2021-01-08,105158200,70754000,44641400,35484000,12035100,18528300,22956200,2973900,292528000,71677200,225166500
2021-01-11,100384500,73668000,51868200,34796000,15937900,30412300,23031300,3806200,518344000,51034700,177904800
2021-01-12,91951100,70292000,68166200,29528000,18033500,26383500,23249300,5990400,291476000,52547700,138812100
2021-01-13,88636800,66424000,43172800,23432000,14816800,19528900,20087100,5032100,210028000,45303600,99937500
2021-01-14,90221800,61418000,48483500,29212000,18565600,29739400,29480800,4177400,283120000,49989100,93798900
2021-01-15,111598500,84880000,57684300,31444000,27881000,24942900,31746500,5895800,277780000,107160000,116332800
2021-01-19,90757300,66102000,78130200,41660000,19843800,28028500,30480900,12315800,226188000,51233300,76101000
2021-01-20,104319500,106196000,53920000,64152000,16028800,25199900,37777300,32637500,258572000,61836100,76997700
2021-01-21,120150900,98722000,49626600,58634000,13411700,20838700,30709400,11802100,337780000,47840100,61563300
2021-01-22,114459400,56438000,45314500,32744000,12933200,21954000,30172700,7550800,246820000,52860500,60199500
2021-01-25,157611700,74996000,48078400,50586000,14212800,19087000,33152100,7207300,251112000,70402000,123520200
2021-01-26,98390600,59104000,36373000,31462000,11307800,19373600,49169600,5023800,163980000,42665300,69394800
2021-01-27,140843800,93204000,63809200,82512000,17603900,35346200,69870600,8670300,371272000,123351100,82002000
2021-01-28,142621100,62984000,51223300,55278000,13761800,37758800,49111200,5969000,228316000,94198100,79134000
2021-01-29,177523800,85872000,64019100,44530000,14808100,30389500,42503100,4325300,271552000,126765100,104972400
2021-02-01,106239800,83204000,40985300,40252000,11080700,22914300,33314200,3547500,217204000,75817600,76174200
2021-02-02,83305400,141972000,53527000,66332000,12253600,17320800,25916300,3767600,220440000,64450700,73038600
2021-02-03,89880900,141776000,49404900,97882000,10600800,14223400,27158100,3172300,245408000,52427100,55030500
2021-02-04,84183100,73414000,51751900,48596000,12419500,16060000,25296100,5164500,201340000,47142600,47438100
2021-02-05,75693800,72416000,42008800,29866000,10051300,12454400,18054800,2376200,169152000,48669800,55699800
2021-02-08,71297200,65148000,46014100,28828000,10136400,13755200,22211900,2791700,434624000,38365200,60485100
2021-02-09,76774200,44070000,35868600,21892000,8614800,14613400,23565000,3703500,287560000,35551100,45473100
2021-02-10,73046600,63032000,45031900,25102000,10323200,14687200,22186700,3991300,485352000,59154400,108648300
2021-02-11,64280000,46028000,29479900,20480000,9201000,12828600,15751100,2730600,450828000,42913300,64868400
2021-02-12,60145100,46706000,37468300,18990000,8324600,9097600,16561100,2197100,374756000,50593300,71304900
2021-02-16,80576300,51494000,52802600,31004000,12130600,15417200,26728500,2624100,321960000,50972400,59406900
2021-02-17,97918500,65950000,45455300,20294000,10810100,12763200,21653500,2069600,274756000,52290600,77989500
2021-02-18,96856700,60548000,37541700,22546000,10587800,15249100,16925600,2456200,233868000,59712800,53871300
2021-02-19,87668800,86104000,54514100,37938000,11969800,25622600,25262600,2841500,271724000,83241000,56874900
2021-02-22,103916400,70314000,56783400,29466000,11488400,17434900,36446900,3078600,325884000,67414200,111809100
2021-02-23,158273000,93544000,67440700,34658000,16234400,21924600,30228700,4136500,391780000,107284100,199820700
